external_gene_name	ensembl_gene_id	go_id	name_1006
TKT	ENSG00000163931	GO:0016604	nuclear body
TKT	ENSG00000163931	GO:0005777	peroxisome
TKT	ENSG00000163931	GO:0005829	cytosol
TKT	ENSG00000163931	GO:0070062	extracellular exosome
TKT	ENSG00000163931	GO:0031982	vesicle
TKT	ENSG00000163931	GO:0006098	pentose-phosphate shunt
TKT	ENSG00000163931	GO:0004802	transketolase activity
TKT	ENSG00000163931	GO:0005999	xylulose biosynthetic process
TKT	ENSG00000163931	GO:0009052	pentose-phosphate shunt, non-oxidative branch
TKT	ENSG00000163931	GO:0046166	glyceraldehyde-3-phosphate biosynthetic process
TKT	ENSG00000163931	GO:0040008	regulation of growth
PEX6	ENSG00000124587	GO:0005524	ATP binding
PEX6	ENSG00000124587	GO:0005737	cytoplasm
PEX6	ENSG00000124587	GO:0016020	membrane
PEX6	ENSG00000124587	GO:0000166	nucleotide binding
PEX6	ENSG00000124587	GO:0005829	cytosol
PEX6	ENSG00000124587	GO:0042995	cell projection
PEX6	ENSG00000124587	GO:0005515	protein binding
PEX6	ENSG00000124587	GO:0016887	ATPase activity
PEX6	ENSG00000124587	GO:0007031	peroxisome organization
PEX6	ENSG00000124587	GO:0005778	peroxisomal membrane
PEX6	ENSG00000124587	GO:0097733	photoreceptor cell cilium
PEX6	ENSG00000124587	GO:0005777	peroxisome
PEX6	ENSG00000124587	GO:0050821	protein stabilization
PEX6	ENSG00000124587	GO:0001750	photoreceptor outer segment
PEX6	ENSG00000124587	GO:0006625	protein targeting to peroxisome
PEX6	ENSG00000124587	GO:0008022	protein C-terminus binding
PEX6	ENSG00000124587	GO:0016558	protein import into peroxisome matrix
PEX6	ENSG00000124587	GO:0044877	protein-containing complex binding
PEX6	ENSG00000124587	GO:0042623	ATPase activity, coupled
PEX6	ENSG00000124587	GO:0016561	protein import into peroxisome matrix, translocation
ACAD11	ENSG00000240303	GO:0050660	flavin adenine dinucleotide binding
ACAD11	ENSG00000240303	GO:0055114	oxidation-reduction process
ACAD11	ENSG00000240303	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
ACAD11	ENSG00000240303	GO:0005634	nucleus
ACAD11	ENSG00000240303	GO:0016020	membrane
ACAD11	ENSG00000240303	GO:0016491	oxidoreductase activity
ACAD11	ENSG00000240303	GO:0005739	mitochondrion
ACAD11	ENSG00000240303	GO:0006629	lipid metabolic process
ACAD11	ENSG00000240303	GO:0006631	fatty acid metabolic process
ACAD11	ENSG00000240303	GO:0005515	protein binding
ACAD11	ENSG00000240303	GO:0005777	peroxisome
ACAD11	ENSG00000240303	GO:0031966	mitochondrial membrane
ACAD11	ENSG00000240303	GO:0005743	mitochondrial inner membrane
ACAD11	ENSG00000240303	GO:0006635	fatty acid beta-oxidation
ACAD11	ENSG00000240303	GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase
ACAD11	ENSG00000240303	GO:0004466	long-chain-acyl-CoA dehydrogenase activity
ACAD11	ENSG00000240303	GO:0003995	acyl-CoA dehydrogenase activity
ACAD11	ENSG00000240303	GO:0017099	very-long-chain-acyl-CoA dehydrogenase activity
ACAD11	ENSG00000240303	GO:0070991	medium-chain-acyl-CoA dehydrogenase activity
ACSL3	ENSG00000123983	GO:0003824	catalytic activity
ACSL3	ENSG00000123983	GO:0016020	membrane
ACSL3	ENSG00000123983	GO:0016021	integral component of membrane
ACSL3	ENSG00000123983	GO:0000166	nucleotide binding
ACSL3	ENSG00000123983	GO:0005524	ATP binding
ACSL3	ENSG00000123983	GO:0005783	endoplasmic reticulum
ACSL3	ENSG00000123983	GO:0005789	endoplasmic reticulum membrane
ACSL3	ENSG00000123983	GO:0031090	organelle membrane
ACSL3	ENSG00000123983	GO:0043231	intracellular membrane-bounded organelle
ACSL3	ENSG00000123983	GO:0005794	Golgi apparatus
ACSL3	ENSG00000123983	GO:0005739	mitochondrion
ACSL3	ENSG00000123983	GO:0006629	lipid metabolic process
ACSL3	ENSG00000123983	GO:0006631	fatty acid metabolic process
ACSL3	ENSG00000123983	GO:0016874	ligase activity
ACSL3	ENSG00000123983	GO:0048471	perinuclear region of cytoplasm
ACSL3	ENSG00000123983	GO:0005741	mitochondrial outer membrane
ACSL3	ENSG00000123983	GO:0005777	peroxisome
ACSL3	ENSG00000123983	GO:0005778	peroxisomal membrane
ACSL3	ENSG00000123983	GO:0019901	protein kinase binding
ACSL3	ENSG00000123983	GO:0035338	long-chain fatty-acyl-CoA biosynthetic process
ACSL3	ENSG00000123983	GO:0019904	protein domain specific binding
ACSL3	ENSG00000123983	GO:0005811	lipid droplet
ACSL3	ENSG00000123983	GO:0044539	long-chain fatty acid import into cell
ACSL3	ENSG00000123983	GO:0003996	acyl-CoA ligase activity
ACSL3	ENSG00000123983	GO:0004467	long-chain fatty acid-CoA ligase activity
ACSL3	ENSG00000123983	GO:0047676	arachidonate-CoA ligase activity
ACSL3	ENSG00000123983	GO:0102391	decanoate-CoA ligase activity
ACSL3	ENSG00000123983	GO:0001676	long-chain fatty acid metabolic process
ACSL3	ENSG00000123983	GO:0006633	fatty acid biosynthetic process
ACSL3	ENSG00000123983	GO:0007420	brain development
ACSL3	ENSG00000123983	GO:0007584	response to nutrient
ACSL3	ENSG00000123983	GO:0014070	response to organic cyclic compound
ACSL3	ENSG00000123983	GO:0034379	very-low-density lipoprotein particle assembly
ACSL3	ENSG00000123983	GO:0042998	positive regulation of Golgi to plasma membrane protein transport
ACSL3	ENSG00000123983	GO:0051047	positive regulation of secretion
ACSL3	ENSG00000123983	GO:2001247	positive regulation of phosphatidylcholine biosynthetic process
RIDA	ENSG00000132541	GO:0003723	RNA binding
RIDA	ENSG00000132541	GO:0005634	nucleus
RIDA	ENSG00000132541	GO:0005737	cytoplasm
RIDA	ENSG00000132541	GO:0016787	hydrolase activity
RIDA	ENSG00000132541	GO:0005739	mitochondrion
RIDA	ENSG00000132541	GO:0005759	mitochondrial matrix
RIDA	ENSG00000132541	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
RIDA	ENSG00000132541	GO:0003729	mRNA binding
RIDA	ENSG00000132541	GO:0016892	endoribonuclease activity, producing 3'-phosphomonoesters
RIDA	ENSG00000132541	GO:0036041	long-chain fatty acid binding
RIDA	ENSG00000132541	GO:0042802	identical protein binding
RIDA	ENSG00000132541	GO:0043167	ion binding
RIDA	ENSG00000132541	GO:0046914	transition metal ion binding
RIDA	ENSG00000132541	GO:0001822	kidney development
RIDA	ENSG00000132541	GO:0007420	brain development
RIDA	ENSG00000132541	GO:0017148	negative regulation of translation
RIDA	ENSG00000132541	GO:0030324	lung development
RIDA	ENSG00000132541	GO:0033993	response to lipid
RIDA	ENSG00000132541	GO:0050680	negative regulation of epithelial cell proliferation
RIDA	ENSG00000132541	GO:0070314	G1 to G0 transition
RIDA	ENSG00000132541	GO:1902074	response to salt
RIDA	ENSG00000132541	GO:0005777	peroxisome
RIDA	ENSG00000132541	GO:0005829	cytosol
RIDA	ENSG00000132541	GO:0005515	protein binding
RIDA	ENSG00000132541	GO:0070062	extracellular exosome
RIDA	ENSG00000132541	GO:0019518	L-threonine catabolic process to glycine
RIDA	ENSG00000132541	GO:0006402	mRNA catabolic process
RIDA	ENSG00000132541	GO:0019239	deaminase activity
RIDA	ENSG00000132541	GO:0061157	mRNA destabilization
RIDA	ENSG00000132541	GO:1901565	organonitrogen compound catabolic process
ACOT8	ENSG00000101473	GO:0047617	acyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0006637	acyl-CoA metabolic process
ACOT8	ENSG00000101473	GO:0016787	hydrolase activity
ACOT8	ENSG00000101473	GO:0006629	lipid metabolic process
ACOT8	ENSG00000101473	GO:0006631	fatty acid metabolic process
ACOT8	ENSG00000101473	GO:0005515	protein binding
ACOT8	ENSG00000101473	GO:0005777	peroxisome
ACOT8	ENSG00000101473	GO:0005782	peroxisomal matrix
ACOT8	ENSG00000101473	GO:0052689	carboxylic ester hydrolase activity
ACOT8	ENSG00000101473	GO:0005829	cytosol
ACOT8	ENSG00000101473	GO:0016032	viral process
ACOT8	ENSG00000101473	GO:0006625	protein targeting to peroxisome
ACOT8	ENSG00000101473	GO:0007031	peroxisome organization
ACOT8	ENSG00000101473	GO:0016290	palmitoyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0102991	myristoyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0016559	peroxisome fission
ACOT8	ENSG00000101473	GO:0009062	fatty acid catabolic process
ACOT8	ENSG00000101473	GO:0003986	acetyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0004778	succinyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0016289	CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0033882	choloyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0047603	acetoacetyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0047994	hydroxymethylglutaryl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0052815	medium-chain acyl-CoA hydrolase activity
ACOT8	ENSG00000101473	GO:0006699	bile acid biosynthetic process
ACOT8	ENSG00000101473	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
ACOT8	ENSG00000101473	GO:0036109	alpha-linolenic acid metabolic process
ACOT8	ENSG00000101473	GO:0043649	dicarboxylic acid catabolic process
ACOT8	ENSG00000101473	GO:0045225	negative regulation of CD4 biosynthetic process
ACOT4	ENSG00000177465	GO:0006637	acyl-CoA metabolic process
ACOT4	ENSG00000177465	GO:0016790	thiolester hydrolase activity
ACOT4	ENSG00000177465	GO:0016787	hydrolase activity
ACOT4	ENSG00000177465	GO:0006629	lipid metabolic process
ACOT4	ENSG00000177465	GO:0006631	fatty acid metabolic process
ACOT4	ENSG00000177465	GO:0006633	fatty acid biosynthetic process
ACOT4	ENSG00000177465	GO:0005777	peroxisome
ACOT4	ENSG00000177465	GO:0052689	carboxylic ester hydrolase activity
ACOT4	ENSG00000177465	GO:0005829	cytosol
ACOT4	ENSG00000177465	GO:0006625	protein targeting to peroxisome
ACOT4	ENSG00000177465	GO:0005782	peroxisomal matrix
ACOT4	ENSG00000177465	GO:0016290	palmitoyl-CoA hydrolase activity
ACOT4	ENSG00000177465	GO:0047617	acyl-CoA hydrolase activity
ACOT4	ENSG00000177465	GO:0102991	myristoyl-CoA hydrolase activity
ACOT4	ENSG00000177465	GO:0004778	succinyl-CoA hydrolase activity
ACOT4	ENSG00000177465	GO:0043649	dicarboxylic acid catabolic process
ACOT4	ENSG00000177465	GO:0000038	very long-chain fatty acid metabolic process
ACOT4	ENSG00000177465	GO:0001676	long-chain fatty acid metabolic process
ACOT4	ENSG00000177465	GO:0006104	succinyl-CoA metabolic process
ACOT4	ENSG00000177465	GO:0032788	saturated monocarboxylic acid metabolic process
ACOT4	ENSG00000177465	GO:0032789	unsaturated monocarboxylic acid metabolic process
ACOT4	ENSG00000177465	GO:0043648	dicarboxylic acid metabolic process
ACOT4	ENSG00000177465	GO:0046459	short-chain fatty acid metabolic process
NUDT17	ENSG00000186364	GO:0016787	hydrolase activity
NUDT17	ENSG00000186364	GO:0046872	metal ion binding
NUDT17	ENSG00000186364	GO:0005829	cytosol
NUDT17	ENSG00000186364	GO:0005777	peroxisome
NUDT17	ENSG00000186364	GO:0035529	NADH pyrophosphatase activity
NUDT17	ENSG00000186364	GO:0006734	NADH metabolic process
NUDT17	ENSG00000186364	GO:0006742	NADP catabolic process
NUDT17	ENSG00000186364	GO:0019677	NAD catabolic process
HSDL2	ENSG00000119471	GO:0016491	oxidoreductase activity
HSDL2	ENSG00000119471	GO:0016020	membrane
HSDL2	ENSG00000119471	GO:0055114	oxidation-reduction process
HSDL2	ENSG00000119471	GO:0005739	mitochondrion
HSDL2	ENSG00000119471	GO:0005777	peroxisome
HSDL2	ENSG00000119471	GO:0003674	molecular_function
HSDL2	ENSG00000119471	GO:0008150	biological_process
NUDT19	ENSG00000213965	GO:0016787	hydrolase activity
NUDT19	ENSG00000213965	GO:0046872	metal ion binding
NUDT19	ENSG00000213965	GO:0005777	peroxisome
NUDT19	ENSG00000213965	GO:0005829	cytosol
NUDT19	ENSG00000213965	GO:0008150	biological_process
NUDT19	ENSG00000213965	GO:0005575	cellular_component
NUDT19	ENSG00000213965	GO:0047617	acyl-CoA hydrolase activity
NUDT19	ENSG00000213965	GO:0006625	protein targeting to peroxisome
NUDT19	ENSG00000213965	GO:0009062	fatty acid catabolic process
NUDT19	ENSG00000213965	GO:0005782	peroxisomal matrix
LONP2	ENSG00000102910	GO:0005524	ATP binding
LONP2	ENSG00000102910	GO:0006508	proteolysis
LONP2	ENSG00000102910	GO:0004252	serine-type endopeptidase activity
LONP2	ENSG00000102910	GO:0030163	protein catabolic process
LONP2	ENSG00000102910	GO:0004176	ATP-dependent peptidase activity
LONP2	ENSG00000102910	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
LONP2	ENSG00000102910	GO:0016020	membrane
LONP2	ENSG00000102910	GO:0000166	nucleotide binding
LONP2	ENSG00000102910	GO:0016787	hydrolase activity
LONP2	ENSG00000102910	GO:0005515	protein binding
LONP2	ENSG00000102910	GO:0008233	peptidase activity
LONP2	ENSG00000102910	GO:0008236	serine-type peptidase activity
LONP2	ENSG00000102910	GO:0016887	ATPase activity
LONP2	ENSG00000102910	GO:0005777	peroxisome
LONP2	ENSG00000102910	GO:0005782	peroxisomal matrix
LONP2	ENSG00000102910	GO:0005829	cytosol
LONP2	ENSG00000102910	GO:0006625	protein targeting to peroxisome
LONP2	ENSG00000102910	GO:0007031	peroxisome organization
LONP2	ENSG00000102910	GO:0019899	enzyme binding
LONP2	ENSG00000102910	GO:0002020	protease binding
LONP2	ENSG00000102910	GO:0016558	protein import into peroxisome matrix
LONP2	ENSG00000102910	GO:0016485	protein processing
LONP2	ENSG00000102910	GO:0031998	regulation of fatty acid beta-oxidation
LONP2	ENSG00000102910	GO:0014070	response to organic cyclic compound
LONP2	ENSG00000102910	GO:0005634	nucleus
LONP2	ENSG00000102910	GO:0005737	cytoplasm
HAO2	ENSG00000116882	GO:0055114	oxidation-reduction process
HAO2	ENSG00000116882	GO:0003824	catalytic activity
HAO2	ENSG00000116882	GO:0016491	oxidoreductase activity
HAO2	ENSG00000116882	GO:0010181	FMN binding
HAO2	ENSG00000116882	GO:0005777	peroxisome
HAO2	ENSG00000116882	GO:0005829	cytosol
HAO2	ENSG00000116882	GO:0004459	L-lactate dehydrogenase activity
HAO2	ENSG00000116882	GO:0047730	carnosine synthase activity
HAO2	ENSG00000116882	GO:0019516	lactate oxidation
HAO2	ENSG00000116882	GO:0035499	carnosine biosynthetic process
HAO2	ENSG00000116882	GO:0006625	protein targeting to peroxisome
HAO2	ENSG00000116882	GO:0009062	fatty acid catabolic process
HAO2	ENSG00000116882	GO:0005782	peroxisomal matrix
HAO2	ENSG00000116882	GO:0019395	fatty acid oxidation
HAO2	ENSG00000116882	GO:0003973	(S)-2-hydroxy-acid oxidase activity
HAO2	ENSG00000116882	GO:0052852	very-long-chain-(S)-2-hydroxy-acid oxidase activity
HAO2	ENSG00000116882	GO:0052853	long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity
HAO2	ENSG00000116882	GO:0052854	medium-chain-(S)-2-hydroxy-acid oxidase activity
ACSL4	ENSG00000068366	GO:0003824	catalytic activity
ACSL4	ENSG00000068366	GO:0005737	cytoplasm
ACSL4	ENSG00000068366	GO:0016020	membrane
ACSL4	ENSG00000068366	GO:0016021	integral component of membrane
ACSL4	ENSG00000068366	GO:0000166	nucleotide binding
ACSL4	ENSG00000068366	GO:0005524	ATP binding
ACSL4	ENSG00000068366	GO:0005783	endoplasmic reticulum
ACSL4	ENSG00000068366	GO:0005789	endoplasmic reticulum membrane
ACSL4	ENSG00000068366	GO:0031090	organelle membrane
ACSL4	ENSG00000068366	GO:0043231	intracellular membrane-bounded organelle
ACSL4	ENSG00000068366	GO:0005739	mitochondrion
ACSL4	ENSG00000068366	GO:0006629	lipid metabolic process
ACSL4	ENSG00000068366	GO:0006631	fatty acid metabolic process
ACSL4	ENSG00000068366	GO:0005886	plasma membrane
ACSL4	ENSG00000068366	GO:0016874	ligase activity
ACSL4	ENSG00000068366	GO:0005741	mitochondrial outer membrane
ACSL4	ENSG00000068366	GO:0005777	peroxisome
ACSL4	ENSG00000068366	GO:0005778	peroxisomal membrane
ACSL4	ENSG00000068366	GO:0070062	extracellular exosome
ACSL4	ENSG00000068366	GO:0035338	long-chain fatty-acyl-CoA biosynthetic process
ACSL4	ENSG00000068366	GO:0005811	lipid droplet
ACSL4	ENSG00000068366	GO:0003996	acyl-CoA ligase activity
ACSL4	ENSG00000068366	GO:0004467	long-chain fatty acid-CoA ligase activity
ACSL4	ENSG00000068366	GO:0031957	very long-chain fatty acid-CoA ligase activity
ACSL4	ENSG00000068366	GO:0047676	arachidonate-CoA ligase activity
ACSL4	ENSG00000068366	GO:0102391	decanoate-CoA ligase activity
ACSL4	ENSG00000068366	GO:0001676	long-chain fatty acid metabolic process
ACSL4	ENSG00000068366	GO:0032024	positive regulation of insulin secretion
ACSL4	ENSG00000068366	GO:0044233	mitochondria-associated endoplasmic reticulum membrane
ACSL4	ENSG00000068366	GO:0007584	response to nutrient
ACSL4	ENSG00000068366	GO:0015908	fatty acid transport
ACSL4	ENSG00000068366	GO:0019432	triglyceride biosynthetic process
ACSL4	ENSG00000068366	GO:0060136	embryonic process involved in female pregnancy
ACSL4	ENSG00000068366	GO:0060996	dendritic spine development
ACSL4	ENSG00000068366	GO:0070672	response to interleukin-15
ACSL4	ENSG00000068366	GO:0031966	mitochondrial membrane
ACSL4	ENSG00000068366	GO:0043025	neuronal cell body
PEX11B	ENSG00000131779	GO:0005779	integral component of peroxisomal membrane
PEX11B	ENSG00000131779	GO:0016559	peroxisome fission
PEX11B	ENSG00000131779	GO:0016020	membrane
PEX11B	ENSG00000131779	GO:0016021	integral component of membrane
PEX11B	ENSG00000131779	GO:0043231	intracellular membrane-bounded organelle
PEX11B	ENSG00000131779	GO:0042803	protein homodimerization activity
PEX11B	ENSG00000131779	GO:0005515	protein binding
PEX11B	ENSG00000131779	GO:0007165	signal transduction
PEX11B	ENSG00000131779	GO:0042802	identical protein binding
PEX11B	ENSG00000131779	GO:0005739	mitochondrion
PEX11B	ENSG00000131779	GO:0005778	peroxisomal membrane
PEX11B	ENSG00000131779	GO:0005777	peroxisome
PEX11B	ENSG00000131779	GO:0032991	protein-containing complex
PEX11B	ENSG00000131779	GO:0007031	peroxisome organization
PEX11B	ENSG00000131779	GO:0044375	regulation of peroxisome size
PEX26	ENSG00000215193	GO:0005779	integral component of peroxisomal membrane
PEX26	ENSG00000215193	GO:0044877	protein-containing complex binding
PEX26	ENSG00000215193	GO:0045046	protein import into peroxisome membrane
PEX26	ENSG00000215193	GO:0016020	membrane
PEX26	ENSG00000215193	GO:0016021	integral component of membrane
PEX26	ENSG00000215193	GO:0015031	protein transport
PEX26	ENSG00000215193	GO:0005515	protein binding
PEX26	ENSG00000215193	GO:0005777	peroxisome
PEX26	ENSG00000215193	GO:0005778	peroxisomal membrane
PEX26	ENSG00000215193	GO:0006625	protein targeting to peroxisome
PEX26	ENSG00000215193	GO:0008022	protein C-terminus binding
PEX26	ENSG00000215193	GO:0016558	protein import into peroxisome matrix
PEX26	ENSG00000215193	GO:0051117	ATPase binding
PEX11G	ENSG00000104883	GO:0005779	integral component of peroxisomal membrane
PEX11G	ENSG00000104883	GO:0016559	peroxisome fission
PEX11G	ENSG00000104883	GO:0016020	membrane
PEX11G	ENSG00000104883	GO:0016021	integral component of membrane
PEX11G	ENSG00000104883	GO:0005777	peroxisome
PEX11G	ENSG00000104883	GO:0005778	peroxisomal membrane
PEX11G	ENSG00000104883	GO:0005515	protein binding
PEX11G	ENSG00000104883	GO:0032991	protein-containing complex
PEX11G	ENSG00000104883	GO:0044375	regulation of peroxisome size
PEX11G	ENSG00000104883	GO:0031231	intrinsic component of peroxisomal membrane
BAAT	ENSG00000276559	GO:0006637	acyl-CoA metabolic process
BAAT	ENSG00000276559	GO:0016790	thiolester hydrolase activity
BAAT	ENSG00000276559	GO:0005737	cytoplasm
BAAT	ENSG00000276559	GO:0016740	transferase activity
BAAT	ENSG00000276559	GO:0016787	hydrolase activity
BAAT	ENSG00000276559	GO:0016746	transferase activity, transferring acyl groups
BAAT	ENSG00000276559	GO:0006629	lipid metabolic process
BAAT	ENSG00000276559	GO:0005829	cytosol
BAAT	ENSG00000276559	GO:0006631	fatty acid metabolic process
BAAT	ENSG00000276559	GO:0005515	protein binding
BAAT	ENSG00000276559	GO:0005777	peroxisome
BAAT	ENSG00000276559	GO:0052689	carboxylic ester hydrolase activity
BAAT	ENSG00000276559	GO:0006625	protein targeting to peroxisome
BAAT	ENSG00000276559	GO:0005782	peroxisomal matrix
BAAT	ENSG00000276559	GO:0016290	palmitoyl-CoA hydrolase activity
BAAT	ENSG00000276559	GO:0047617	acyl-CoA hydrolase activity
BAAT	ENSG00000276559	GO:0102991	myristoyl-CoA hydrolase activity
BAAT	ENSG00000276559	GO:0033882	choloyl-CoA hydrolase activity
BAAT	ENSG00000276559	GO:0052815	medium-chain acyl-CoA hydrolase activity
BAAT	ENSG00000276559	GO:0006699	bile acid biosynthetic process
BAAT	ENSG00000276559	GO:0006544	glycine metabolic process
BAAT	ENSG00000276559	GO:0016410	N-acyltransferase activity
BAAT	ENSG00000276559	GO:0047963	glycine N-choloyltransferase activity
BAAT	ENSG00000276559	GO:0052816	long-chain acyl-CoA hydrolase activity
BAAT	ENSG00000276559	GO:0052817	very long chain acyl-CoA hydrolase activity
BAAT	ENSG00000276559	GO:0002152	bile acid conjugation
BAAT	ENSG00000276559	GO:0008206	bile acid metabolic process
BAAT	ENSG00000276559	GO:0019530	taurine metabolic process
ACOX2	ENSG00000168306	GO:0050660	flavin adenine dinucleotide binding
ACOX2	ENSG00000168306	GO:0055114	oxidation-reduction process
ACOX2	ENSG00000168306	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
ACOX2	ENSG00000168306	GO:0003997	acyl-CoA oxidase activity
ACOX2	ENSG00000168306	GO:0006635	fatty acid beta-oxidation
ACOX2	ENSG00000168306	GO:0005777	peroxisome
ACOX2	ENSG00000168306	GO:0071949	FAD binding
ACOX2	ENSG00000168306	GO:0006631	fatty acid metabolic process
ACOX2	ENSG00000168306	GO:0043231	intracellular membrane-bounded organelle
ACOX2	ENSG00000168306	GO:0005829	cytosol
ACOX2	ENSG00000168306	GO:0016491	oxidoreductase activity
ACOX2	ENSG00000168306	GO:0006629	lipid metabolic process
ACOX2	ENSG00000168306	GO:0042803	protein homodimerization activity
ACOX2	ENSG00000168306	GO:0006625	protein targeting to peroxisome
ACOX2	ENSG00000168306	GO:0005782	peroxisomal matrix
ACOX2	ENSG00000168306	GO:0006699	bile acid biosynthetic process
ACOX2	ENSG00000168306	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
ACOX2	ENSG00000168306	GO:0005504	fatty acid binding
ACOX2	ENSG00000168306	GO:0055088	lipid homeostasis
ACOX2	ENSG00000168306	GO:0010942	positive regulation of cell death
ACOX2	ENSG00000168306	GO:0033791	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity
ACOX2	ENSG00000168306	GO:1902884	positive regulation of response to oxidative stress
ACOX1	ENSG00000161533	GO:0050660	flavin adenine dinucleotide binding
ACOX1	ENSG00000161533	GO:0055114	oxidation-reduction process
ACOX1	ENSG00000161533	GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
ACOX1	ENSG00000161533	GO:0003997	acyl-CoA oxidase activity
ACOX1	ENSG00000161533	GO:0006635	fatty acid beta-oxidation
ACOX1	ENSG00000161533	GO:0005777	peroxisome
ACOX1	ENSG00000161533	GO:0071949	FAD binding
ACOX1	ENSG00000161533	GO:0006631	fatty acid metabolic process
ACOX1	ENSG00000161533	GO:0016020	membrane
ACOX1	ENSG00000161533	GO:0016491	oxidoreductase activity
ACOX1	ENSG00000161533	GO:0006629	lipid metabolic process
ACOX1	ENSG00000161533	GO:0005829	cytosol
ACOX1	ENSG00000161533	GO:0006625	protein targeting to peroxisome
ACOX1	ENSG00000161533	GO:0005782	peroxisomal matrix
ACOX1	ENSG00000161533	GO:0047485	protein N-terminus binding
ACOX1	ENSG00000161533	GO:0006693	prostaglandin metabolic process
ACOX1	ENSG00000161533	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
ACOX1	ENSG00000161533	GO:0036109	alpha-linolenic acid metabolic process
ACOX1	ENSG00000161533	GO:0005504	fatty acid binding
ACOX1	ENSG00000161533	GO:0055088	lipid homeostasis
ACOX1	ENSG00000161533	GO:0019216	regulation of lipid metabolic process
ACOX1	ENSG00000161533	GO:0006091	generation of precursor metabolites and energy
ACOX1	ENSG00000161533	GO:0019395	fatty acid oxidation
ACOX1	ENSG00000161533	GO:0016401	palmitoyl-CoA oxidase activity
ACOX1	ENSG00000161533	GO:0030165	PDZ domain binding
ACOX1	ENSG00000161533	GO:0000038	very long-chain fatty acid metabolic process
ACOX1	ENSG00000161533	GO:0007283	spermatogenesis
ACOX1	ENSG00000161533	GO:0005737	cytoplasm
ACOX1	ENSG00000161533	GO:0005778	peroxisomal membrane
FAR1	ENSG00000197601	GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity
FAR1	ENSG00000197601	GO:0016020	membrane
FAR1	ENSG00000197601	GO:0016021	integral component of membrane
FAR1	ENSG00000197601	GO:0016491	oxidoreductase activity
FAR1	ENSG00000197601	GO:0055114	oxidation-reduction process
FAR1	ENSG00000197601	GO:0006629	lipid metabolic process
FAR1	ENSG00000197601	GO:0005777	peroxisome
FAR1	ENSG00000197601	GO:0102965	alcohol-forming fatty acyl-CoA reductase activity
FAR1	ENSG00000197601	GO:0005778	peroxisomal membrane
FAR1	ENSG00000197601	GO:0043231	intracellular membrane-bounded organelle
FAR1	ENSG00000197601	GO:0008611	ether lipid biosynthetic process
FAR1	ENSG00000197601	GO:0005782	peroxisomal matrix
FAR1	ENSG00000197601	GO:0005779	integral component of peroxisomal membrane
FAR1	ENSG00000197601	GO:0046474	glycerophospholipid biosynthetic process
FAR1	ENSG00000197601	GO:0010025	wax biosynthetic process
FAR1	ENSG00000197601	GO:0035336	long-chain fatty-acyl-CoA metabolic process
MFF	ENSG00000168958	GO:0016020	membrane
MFF	ENSG00000168958	GO:0016021	integral component of membrane
MFF	ENSG00000168958	GO:0005739	mitochondrion
MFF	ENSG00000168958	GO:0042803	protein homodimerization activity
MFF	ENSG00000168958	GO:0005515	protein binding
MFF	ENSG00000168958	GO:0030054	cell junction
MFF	ENSG00000168958	GO:0031410	cytoplasmic vesicle
MFF	ENSG00000168958	GO:0042802	identical protein binding
MFF	ENSG00000168958	GO:0005741	mitochondrial outer membrane
MFF	ENSG00000168958	GO:0045202	synapse
MFF	ENSG00000168958	GO:0005777	peroxisome
MFF	ENSG00000168958	GO:0090314	positive regulation of protein targeting to membrane
MFF	ENSG00000168958	GO:0032991	protein-containing complex
MFF	ENSG00000168958	GO:0001836	release of cytochrome c from mitochondria
MFF	ENSG00000168958	GO:0000266	mitochondrial fission
MFF	ENSG00000168958	GO:0010821	regulation of mitochondrion organization
MFF	ENSG00000168958	GO:0016559	peroxisome fission
MFF	ENSG00000168958	GO:0043653	mitochondrial fragmentation involved in apoptotic process
MFF	ENSG00000168958	GO:0070584	mitochondrion morphogenesis
MFF	ENSG00000168958	GO:0090200	positive regulation of release of cytochrome c from mitochondria
MFF	ENSG00000168958	GO:1900063	regulation of peroxisome organization
MFF	ENSG00000168958	GO:0008021	synaptic vesicle
MFF	ENSG00000168958	GO:0008053	mitochondrial fusion
