gene_id	gene_name	UPF1_log2FC	UPF1_padj	NBAS_log2FC	NBAS_padj	Frac-seq	APEX-seq	ER-RiboProf	ER-overlap
ENSG00000048740	CELF2	-0.12718281	0.511850836	0.066606701	0.835115224	0	0	0	0
ENSG00000048828	FAM120A	-0.011562745	0.865078298	0.035632348	0.802227445	0	0	0	0
ENSG00000048991	R3HDM1	0.535141229	2.59E-09	-0.006677663	0.983198947	0	0	0	0
ENSG00000049089	COL9A2	-0.080306362	0.865402915	-0.181338278	NA	0	0	0	0
ENSG00000049130	KITLG	0.29719069	0.001926998	0.150339919	0.452276526	1	1	0	2
ENSG00000049167	ERCC8	0.200092181	0.514028457	-0.116593455	0.738836323	0	0	0	0
ENSG00000049192	ADAMTS6	0.016295283	0.974119185	0.044683741	NA	0	0	0	0
ENSG00000049239	H6PD	-0.110416881	0.541029919	0.067144186	0.791258599	0	1	0	1
ENSG00000049245	VAMP3	0.127069724	0.134094716	0.067475129	0.687160834	0	0	0	0
ENSG00000049246	PER3	-0.228476521	0.132229783	-0.033460445	0.933019233	0	0	0	0
ENSG00000049249	TNFRSF9	0.250746671	0.341679091	-0.0717586	0.856874168	0	0	0	0
ENSG00000049283	EPN3	-0.26763409	0.479723339	0.006598708	NA	0	0	0	0
ENSG00000049323	LTBP1	-0.554424263	0.020928435	-0.111090609	0.756074575	0	1	1	2
ENSG00000049449	RCN1	0.184514763	0.032850737	0.048069917	0.846228582	0	1	1	2
ENSG00000049540	ELN	0.037936298	NA	-0.018580531	NA	0	0	0	0
ENSG00000049541	RFC2	0.190666946	0.0167047	0.058071833	0.798674389	0	0	0	0
ENSG00000049618	ARID1B	-0.137822825	0.086203466	-0.029068243	0.908823848	0	0	0	0
ENSG00000049656	CLPTM1L	-0.143326062	0.009165653	-0.160922381	0.019063349	0	0	1	1
ENSG00000049759	NEDD4L	0.130598845	0.516351311	0.051702055	0.896775263	0	0	0	0
ENSG00000049768	FOXP3	0.369848663	0.274408523	0.090220242	NA	0	0	0	0
ENSG00000049769	PPP1R3F	-0.021565538	0.964488193	0.009617767	0.986698416	0	0	0	0
ENSG00000049860	HEXB	-0.114374064	0.385984667	0.042648847	0.883783454	1	0	1	2
ENSG00000049883	PTCD2	0.575208075	0.001631657	0.007763276	0.989988115	0	1	0	1
ENSG00000050030	NEXMIF	0.075636498	NA	-0.009758029	NA	NA	NA	NA	NA
ENSG00000050130	JKAMP	0.048237958	0.819063982	0.003543093	0.994761423	0	0	0	0
ENSG00000050165	DKK3	0.291854023	0.362108383	0.195037156	NA	0	0	0	0
ENSG00000050327	ARHGEF5	-0.163715092	0.095804544	-0.000954072	0.998387175	0	0	0	0
ENSG00000050344	NFE2L3	0.545511205	0.004278271	0.104858712	0.776860196	0	0	0	0
ENSG00000050393	MCUR1	0.101352968	0.50208133	0.027890837	0.943222133	0	0	0	0
ENSG00000050405	LIMA1	-0.427415751	1.65E-15	-0.017532383	0.920691348	0	1	0	1
ENSG00000050426	LETMD1	0.973415121	1.65E-42	0.16439895	0.308771066	0	1	0	1
ENSG00000050438	SLC4A8	-0.224916764	0.541731333	-0.18714482	NA	0	0	0	0
ENSG00000050555	LAMC3	0.120833094	0.188859939	-0.000312678	0.998675963	0	0	0	0
ENSG00000050628	PTGER3	-0.358128747	5.00E-05	0.397441257	5.17E-07	0	0	0	0
ENSG00000050730	TNIP3	-0.294350825	0.423564075	0.03886046	NA	0	0	0	0
ENSG00000050748	MAPK9	0.397979783	2.57E-05	0.062527071	0.801505578	0	0	0	0
ENSG00000050767	COL23A1	0.00438381	NA	0.004041162	NA	0	0	0	0
ENSG00000050820	BCAR1	-0.344652969	2.45E-05	-0.084271313	0.723252321	0	0	1	1
ENSG00000051009	FAM160A2	-0.021628876	0.914803196	-0.054175834	0.826919412	0	0	0	0
ENSG00000051108	HERPUD1	0.41003543	0.000493024	0.054848182	0.854179866	0	0	1	1
ENSG00000051128	HOMER3	0.392871901	0.002906046	0.187757281	0.358678471	0	0	0	0
ENSG00000051180	RAD51	0.094771276	0.569387277	0.240416503	0.199443561	0	0	0	0
ENSG00000051341	POLQ	0.339959909	2.37E-06	0.102848659	0.565893171	0	1	0	1
ENSG00000051382	PIK3CB	-0.233461787	0.108062078	-0.287051049	0.09891845	0	0	0	0
ENSG00000051523	CYBA	-0.370073762	1.03E-10	-0.058536026	0.702683707	0	0	1	1
ENSG00000051596	THOC3	0.154592805	0.153863525	0.002695249	0.995055792	0	0	0	0
ENSG00000051620	HEBP2	-0.095467768	0.749747471	0.177595042	0.52511051	0	0	0	0
ENSG00000051825	MPHOSPH9	0.357150008	0.013769874	-0.015671315	0.974253571	0	1	0	1
ENSG00000052126	PLEKHA5	-0.227970874	0.029457183	-0.034576034	0.913629802	0	1	0	1
ENSG00000052344	PRSS8	-0.31928084	0.36983277	0.022416575	NA	0	0	0	0
ENSG00000052723	SIKE1	0.115934081	0.367881365	0.065842077	0.79698725	0	1	0	1
ENSG00000052749	RRP12	0.113814013	0.456264296	-0.056673602	0.843039422	0	0	0	0
ENSG00000052795	FNIP2	-0.612029498	0.005706389	-0.344692878	0.078324338	0	0	0	0
ENSG00000052802	MSMO1	0.135140269	0.331609626	0.350365567	0.024802305	0	1	1	2
ENSG00000052841	TTC17	-0.027316193	0.920995925	0.062848803	0.848515987	0	1	1	2
ENSG00000052850	ALX4	-0.026828139	0.941029266	0.122509717	0.715031551	0	0	0	0
ENSG00000053108	FSTL4	-0.176115807	0.65383899	-0.022981067	NA	0	0	0	0
ENSG00000053254	FOXN3	0.036938203	0.883176635	-0.142303659	0.634057028	0	0	0	0
ENSG00000053328	METTL24	-0.016432197	NA	-0.001279992	NA	0	0	0	0
ENSG00000053371	AKR7A2	0.271989414	0.029005164	-0.225180778	0.150709628	0	0	1	1
ENSG00000053372	MRTO4	0.025231012	0.855812866	-0.064136599	0.756889677	0	0	0	0
ENSG00000053438	NNAT	0.268021359	0.355293628	0.085614139	NA	0	0	0	0
ENSG00000053501	USE1	0.093801253	0.620235067	-0.152245157	0.538408501	0	0	0	0
ENSG00000053524	MCF2L2	-0.047419399	0.90455564	0.003750713	NA	0	0	0	0
ENSG00000053702	NRIP2	-0.180875665	0.597533564	0.033522554	0.946693651	0	0	0	0
ENSG00000053747	LAMA3	-0.200563841	0.625386105	-0.006239617	NA	0	1	0	1
ENSG00000053770	AP5M1	-0.043044991	0.844068673	-0.222321884	0.279845403	0	1	0	1
ENSG00000053900	ANAPC4	-0.170737134	0.442615813	-0.082904976	0.826919412	0	1	0	1
ENSG00000053918	KCNQ1	0.206560416	0.57571282	-0.140533351	0.667394229	0	0	0	0
ENSG00000054116	TRAPPC3	0.005916157	0.974252171	0.043043191	0.869600876	0	0	0	0
ENSG00000054118	THRAP3	-0.080533545	0.360855593	-0.006370631	0.97703515	0	0	0	0
ENSG00000054148	PHPT1	0.009978688	0.942693743	0.053676569	0.780849353	0	0	0	0
ENSG00000054179	ENTPD2	-0.63767989	0.02054601	0.009974111	NA	0	0	0	0
ENSG00000054219	LY75	0.329953815	0.347098211	-0.113448853	NA	0	0	0	0
ENSG00000054267	ARID4B	-0.230923468	0.037796381	-0.125101714	0.5593774	0	1	0	1
ENSG00000054277	OPN3	0.150731156	0.511610917	-0.007226407	0.989988115	0	0	0	0
ENSG00000054282	SDCCAG8	0.249557857	0.081034457	-0.065374383	0.844064186	0	1	0	1
ENSG00000054356	PTPRN	0.450917763	0.011400634	0.294848639	0.122719639	0	0	0	0
ENSG00000054392	HHAT	0.842797873	0.001631657	0.110749127	NA	0	0	0	0
ENSG00000054523	KIF1B	-0.058206428	0.51386015	-0.140840351	0.153649063	0	0	0	0
ENSG00000054598	FOXC1	-0.06074599	0.653034866	0.301750465	0.001354902	0	1	0	1
ENSG00000054611	TBC1D22A	0.397141389	0.01761969	0.093842428	0.796006184	0	0	0	0
ENSG00000054654	SYNE2	0.052103449	0.703464015	0.147322955	0.296717248	0	0	0	0
ENSG00000054690	PLEKHH1	0.274768483	0.049632025	0.104197229	0.705033755	0	1	0	1
ENSG00000054793	ATP9A	-0.31716735	0.000184068	0.093765824	0.570046306	0	1	0	1
ENSG00000054796	SPO11	0.011322479	NA	0.004041162	NA	0	0	0	0
ENSG00000054938	CHRDL2	-0.064668069	NA	0.013779441	NA	0	0	0	0
ENSG00000054965	FAM168A	0.482560297	4.46E-05	0.172760517	0.400040918	0	1	0	1
ENSG00000054967	RELT	0.005566404	0.983678003	-0.079709771	0.826704493	0	1	0	1
ENSG00000054983	GALC	0.050615697	NA	0.082621468	NA	NA	NA	NA	NA
ENSG00000055044	NOP58	0.005471471	0.973553209	-0.098396817	0.561602419	0	1	0	1
ENSG00000055070	SZRD1	-0.233021142	0.017480008	-0.13294604	0.062151064	0	0	0	0
ENSG00000055118	KCNH2	-0.349159382	0.200815401	0.234657469	0.34192264	0	0	0	0
ENSG00000055130	CUL1	-0.106300274	0.062727576	-0.072692257	0.577428515	0	0	0	0
ENSG00000055147	FAM114A2	0.165665913	0.555552286	-0.012650978	0.981178709	0	0	0	0
ENSG00000055163	CYFIP2	-0.320351205	0.189640561	0.016515715	0.97545381	0	0	0	0
ENSG00000055208	TAB2	-0.117220766	0.224295679	0.188318253	0.13317447	0	1	0	1
ENSG00000055211	GINM1	-0.038044771	0.872823005	0.222296891	0.216001352	0	0	1	1
ENSG00000055332	EIF2AK2	-0.285839168	0.002211253	0.004259586	0.992595569	0	0	0	0
ENSG00000055483	USP36	0.19080479	0.055475657	0.109005963	0.562563531	0	1	0	1
ENSG00000055609	KMT2C	-0.031154897	0.859313967	0.100202291	0.662903399	0	1	0	1
ENSG00000055732	MCOLN3	-0.080208191	0.748360214	0.201116815	0.33885558	0	1	0	1
ENSG00000055813	CCDC85A	0.117867916	NA	0.001788941	NA	0	0	0	0
ENSG00000055917	PUM2	-0.0903067	0.1903482	-0.02349657	0.917043129	0	1	0	1
ENSG00000055950	MRPL43	-0.084665006	0.505413246	-0.078369072	0.703139323	0	0	1	1
ENSG00000055955	ITIH4	0.295465814	NA	0.023463731	NA	0	0	0	0
ENSG00000056050	HPF1	0.002074372	0.994367199	0.039740367	0.923933324	0	0	0	0
ENSG00000056097	ZFR	0.136521909	0.00762821	-0.063878439	0.663482403	0	0	0	0
ENSG00000056277	ZNF280C	-0.05820415	0.765937541	0.083819858	0.766802369	0	0	0	0
ENSG00000056291	NPFFR2	0.113248294	NA	-0.000875952	NA	0	0	0	0
ENSG00000056487	PHF21B	-0.193647894	0.64153393	-0.154901903	NA	0	0	0	0
ENSG00000056558	TRAF1	0.036211072	0.945072834	-0.060780413	NA	0	0	0	0
ENSG00000056586	RC3H2	0.001739454	0.992688843	-0.07677416	0.719654186	0	1	0	1
ENSG00000056678	KIFC1	-0.499062795	2.25E-09	0.013407086	0.967831692	NA	NA	NA	NA
ENSG00000056736	IL17RB	-0.388067199	0.005071827	0.04100507	0.918669848	0	0	0	0
ENSG00000056972	TRAF3IP2	-0.51973374	7.85E-06	-0.121668115	0.593952607	0	0	0	0
ENSG00000056998	GYG2	-0.358161592	0.072647998	0.171071529	0.517688547	0	0	0	0
ENSG00000057019	DCBLD2	0.046848001	0.788668436	0.072598364	0.773791828	1	1	0	2
ENSG00000057252	SOAT1	0.381588268	0.000218123	0.404479525	6.92E-05	1	1	1	3
ENSG00000057294	PKP2	-0.54429366	3.73E-05	-0.180068883	0.414509947	0	0	0	0
ENSG00000057468	MSH4	0.710445376	0.01431345	-0.008684669	NA	0	0	0	0
ENSG00000057593	F7	0.055609843	NA	0.000842231	NA	0	0	0	0
ENSG00000057608	GDI2	-0.220342931	2.55E-06	-0.066564722	0.44864842	0	0	0	0
ENSG00000057657	PRDM1	0.340984311	0.284267256	0.050762766	NA	0	0	0	0
ENSG00000057663	ATG5	0.089642369	0.655414522	-0.154906327	0.540311195	0	0	0	0
ENSG00000057704	TMCC3	-0.416067286	0.136299365	-0.223552516	0.365106115	0	0	0	0
ENSG00000057757	PITHD1	0.753259403	1.94E-24	-0.075759511	0.753730529	0	0	0	0
ENSG00000057935	MTA3	-0.035644826	0.87261108	-0.062005327	0.844064186	0	0	0	0
ENSG00000058056	USP13	-0.058738862	0.765937541	0.14146772	0.591090984	0	0	0	0
ENSG00000058063	ATP11B	-0.097068788	0.562452996	0.010981922	0.97545381	0	1	0	1
ENSG00000058085	LAMC2	0.310764734	0.375469705	0.035076087	NA	0	0	0	0
ENSG00000058091	CDK14	0.297468139	0.143061662	0.162765246	0.493642369	0	0	0	0
ENSG00000058262	SEC61A1	0.239020881	1.39E-05	0.04681278	0.706741911	1	1	1	3
ENSG00000058272	PPP1R12A	-0.27554473	8.96E-05	0.052092196	0.849843533	0	1	0	1
ENSG00000058335	RASGRF1	-0.002559669	NA	-0.001220872	NA	0	0	0	0
ENSG00000058404	CAMK2B	-0.21310683	0.381379451	-0.036266602	0.939890301	0	0	0	0
ENSG00000058453	CROCC	1.620676858	4.81E-86	0.066326069	0.81727722	0	0	0	0
ENSG00000058600	POLR3E	-0.08223829	0.679618921	-0.023559431	0.949779297	0	1	0	1
ENSG00000058668	ATP2B4	-0.24942608	0.075919298	-0.2311062	0.016451848	0	1	0	1
ENSG00000058673	ZC3H11A	0.004615322	0.974211834	-0.047608895	0.803978741	0	1	0	1
ENSG00000058729	RIOK2	-0.162259501	0.555360042	0.12540478	0.714324616	0	0	0	0
ENSG00000058799	YIPF1	0.471136606	0.00020782	-0.017469434	0.969242194	0	0	0	0
ENSG00000058804	NDC1	-0.068724494	0.587726126	-0.052463063	0.798370289	0	1	1	2
ENSG00000058866	DGKG	0.097903079	NA	0.083309504	NA	0	0	0	0
ENSG00000059122	FLYWCH1	0.278206276	0.024630733	0.026152914	0.947494171	0	0	0	0
ENSG00000059145	UNKL	0.195433282	0.175697386	-0.029521355	0.943965302	0	1	0	1
ENSG00000059377	TBXAS1	0.06240423	0.894325681	-0.002586265	NA	0	0	0	0
ENSG00000059378	PARP12	0.257353189	0.03073426	-0.008784017	0.982798668	0	0	0	0
ENSG00000059573	ALDH18A1	-0.132624654	0.031840792	-0.085001549	0.526415327	0	1	0	1
ENSG00000059588	TARBP1	-0.070827275	0.552768941	0.028490738	0.922922907	0	1	1	2
ENSG00000059691	GATB	0.207444459	0.114800187	0.097442087	0.70240694	0	0	0	0
ENSG00000059728	MXD1	0.467663019	0.027524346	-0.122897133	0.723250089	0	1	0	1
ENSG00000059758	CDK17	-0.17816614	0.241647618	0.164542513	0.450720822	0	0	0	0
ENSG00000059769	DNAJC25	2.015945013	2.47E-55	-0.002216254	0.997174008	0	0	0	0
ENSG00000059804	SLC2A3	0.046222201	0.840220535	0.05143164	0.885915191	0	0	0	0
ENSG00000059915	PSD	-0.149989613	0.711239442	-0.196921292	NA	0	0	0	0
ENSG00000060069	CTDP1	0.012789113	0.963140118	-0.1639375	0.423096352	0	0	0	0
ENSG00000060138	YBX3	-0.021734291	0.775688274	-0.032777616	0.803332089	0	0	0	0
ENSG00000060140	STYK1	-0.193762582	0.640922526	-0.055407037	NA	0	0	0	0
ENSG00000060237	WNK1	-0.278483762	0.001304234	0.102842076	0.541638096	0	1	0	1
ENSG00000060339	CCAR1	0.008504088	0.959293256	0.0733405	0.727103725	0	1	0	1
ENSG00000060491	OGFR	-0.423773379	2.48E-06	-0.18578983	0.116318754	0	0	0	0
ENSG00000060558	GNA15	0.010833883	NA	0.005789713	NA	0	0	0	0
ENSG00000060566	CREB3L3	-0.009493528	NA	-0.001220872	NA	0	0	0	0
ENSG00000060642	PIGV	0.265228803	0.422993354	0.024627006	NA	0	0	0	0
ENSG00000060656	PTPRU	-0.450513186	0.000176644	-0.10494117	0.622416692	0	1	1	2
ENSG00000060688	SNRNP40	-0.225475587	0.005176288	-0.020893117	0.935118379	0	0	0	0
ENSG00000060709	RIMBP2	NA	NA	0.002287151	NA	NA	NA	NA	NA
ENSG00000060718	COL11A1	0.00438381	NA	NA	NA	0	0	0	0
ENSG00000060749	QSER1	-0.320976893	0.000777711	-0.084817133	0.737744102	0	1	0	1
ENSG00000060762	MPC1	0.043028357	0.859277078	-0.096318446	0.748094334	0	0	0	0
ENSG00000060971	ACAA1	0.005316056	0.97799145	-0.200722889	0.171013069	0	0	1	1
ENSG00000060982	BCAT1	-0.065198186	0.891149763	0.190811799	NA	0	1	0	1
ENSG00000061273	HDAC7	-0.262062963	0.058816022	-0.150909699	0.483657963	0	0	0	0
ENSG00000061337	LZTS1	-0.366517974	0.19883312	0.069583036	NA	0	0	0	0
ENSG00000061455	PRDM6	-0.107039685	0.6771339	-0.201608244	0.396395606	0	1	0	1
ENSG00000061656	SPAG4	0.317414039	0.129486846	0.078689143	0.836463157	0	0	0	0
ENSG00000061676	NCKAP1	-0.29204837	1.01E-07	-0.191643263	0.125205436	0	0	0	0
ENSG00000061794	MRPS35	-0.078813162	0.587025036	0.070709303	0.773556562	0	0	0	0
ENSG00000061936	SFSWAP	-0.130097749	0.267157384	-0.18021258	0.165412507	0	0	0	0
ENSG00000061938	TNK2	0.321548052	0.074526541	0.228578859	0.306426759	0	1	0	1
ENSG00000061987	MON2	0.113068701	0.532255834	0.07165177	0.809044896	0	1	0	1
ENSG00000062038	CDH3	0.011516172	NA	0.031055741	NA	0	0	0	0
ENSG00000062096	ARSF	0.029860439	NA	-0.010729379	NA	NA	NA	NA	NA
ENSG00000062194	GPBP1	-0.057702362	0.767393119	-0.121041246	0.561716847	0	1	0	1
ENSG00000062282	DGAT2	0.208088786	0.376349875	-0.023301282	0.960504396	0	0	0	0
ENSG00000062370	ZNF112	0.208049182	0.540995795	-0.183296935	0.50311149	0	0	0	0
ENSG00000062485	CS	0.011293159	0.882783844	0.011937325	0.947690309	0	0	0	0
ENSG00000062524	LTK	0.12896071	0.774030623	-0.004404774	NA	0	0	0	0
ENSG00000062582	MRPS24	-0.176447849	0.016501892	-0.113866928	0.461221349	0	0	1	1
ENSG00000062598	ELMO2	0.217123742	0.132229783	-0.031372187	0.938504199	0	0	0	0
ENSG00000062650	WAPL	-0.136234183	0.130175608	-0.040989343	0.822759393	0	1	0	1
ENSG00000062716	VMP1	0.266904352	0.000506821	0.124504463	0.33284194	0	1	1	2
ENSG00000062725	APPBP2	0.251011296	0.153363521	0.115422754	0.723626117	0	1	0	1
ENSG00000062822	POLD1	-0.323266118	0.000293452	0.157047526	0.34192264	0	0	0	0
ENSG00000063015	SEZ6	0.007204797	0.989060119	0.142326304	NA	0	0	0	0
ENSG00000063046	EIF4B	-0.316978934	5.47E-19	0.049644751	0.564424554	0	0	0	0
ENSG00000063127	SLC6A16	0.092833687	0.844207889	0.051459735	NA	0	0	0	0
ENSG00000063169	BICRA	0.094391166	0.762354111	-0.193564937	0.460989198	0	0	0	0
ENSG00000063176	SPHK2	0.673646546	1.06E-06	0.069522784	0.826919412	0	0	0	0
ENSG00000063177	RPL18	-0.214970405	1.72E-06	-0.132617446	0.068102095	0	0	1	1
ENSG00000063180	CA11	0.411403197	0.129729146	-0.07480545	NA	0	0	0	0
ENSG00000063241	ISOC2	0.252556453	0.0252116	-0.016193473	0.966876808	0	0	0	0
ENSG00000063244	U2AF2	-0.043649109	0.634935066	-0.057913753	0.720877481	0	0	0	0
ENSG00000063245	EPN1	-0.38262193	1.73E-09	-0.013416471	0.955724203	0	0	0	0
ENSG00000063322	MED29	0.163563385	0.225745069	-0.013119548	0.972833762	0	0	0	0
ENSG00000063438	AHRR	-0.144067825	0.676388298	0.28170561	0.201572593	0	1	0	1
ENSG00000063587	ZNF275	-0.555139301	2.09E-07	0.091820424	0.696602905	0	1	0	1
ENSG00000063601	MTMR1	-0.252920599	0.006186129	0.037738968	0.898785095	0	1	0	1
ENSG00000063660	GPC1	0.25730897	3.18E-06	-0.061077571	0.72111952	0	1	0	1
ENSG00000063761	ADCK1	0.072979349	0.734597753	0.043210332	0.909683887	0	0	0	0
ENSG00000063854	HAGH	-0.235949093	0.168210881	0.000510565	0.998668506	0	0	1	1
ENSG00000063978	RNF4	-0.201347978	0.036217591	0.028622479	0.912072402	0	0	0	0
ENSG00000064012	CASP8	0.230116806	0.096451767	0.190780449	0.344831249	0	0	0	0
ENSG00000064042	LIMCH1	-0.026469164	0.839428133	0.153026092	0.131120756	0	0	0	0
ENSG00000064102	INTS13	0.117193244	0.519357951	0.00785223	0.986716688	0	0	0	0
ENSG00000064115	TM7SF3	0.073412576	0.749516369	-0.069074358	0.826919412	0	1	1	2
ENSG00000064199	SPA17	-0.060000427	0.843119003	-0.017822397	0.972953565	0	0	0	0
ENSG00000064201	TSPAN32	-0.349121141	NA	-0.010613799	NA	0	0	0	0
ENSG00000064205	WISP2	-0.190898624	0.26064216	-0.008245968	0.984192501	0	0	0	0
ENSG00000064225	ST3GAL6	0.411060342	0.214823714	0.076328497	NA	0	0	0	0
ENSG00000064270	ATP2C2	0.213484154	0.595131376	0.016213912	NA	0	0	0	0
ENSG00000064300	NGFR	-0.396220236	0.242995518	-0.027613999	NA	0	0	0	0
ENSG00000064309	CDON	-0.339849043	0.129379893	0.081816662	0.830564782	0	1	0	1
ENSG00000064313	TAF2	0.030968685	0.874436191	-0.034492395	0.928106775	0	0	0	0
ENSG00000064393	HIPK2	0.196304938	0.010683149	0.149388938	0.22832483	0	1	0	1
ENSG00000064419	TNPO3	0.20980992	8.41E-06	-0.092009005	0.237269294	0	0	0	0
ENSG00000064489	BORCS8-MEF2B	1.106188736	1.79E-06	0.127023046	NA	0	0	0	0
ENSG00000064490	RFXANK	-0.106996819	0.469218673	-0.185340833	0.21113106	0	0	1	1
ENSG00000064545	TMEM161A	0.364330849	0.001974324	-0.032295114	0.931744158	0	0	1	1
ENSG00000064547	LPAR2	-0.256409204	0.329863734	-0.09716472	0.783937977	0	0	0	0
ENSG00000064601	CTSA	0.504958713	4.05E-15	0.092637156	0.490609472	1	0	1	2
ENSG00000064607	SUGP2	0.064736926	0.540532242	-0.333718945	3.63E-06	0	1	0	1
ENSG00000064651	SLC12A2	-0.135106295	0.363470878	0.004114142	0.993519752	1	1	1	3
ENSG00000064652	SNX24	0.159184435	0.085313364	0.070768998	0.741221509	0	0	0	0
ENSG00000064655	EYA2	0.052698764	NA	0.046597212	NA	0	0	0	0
ENSG00000064666	CNN2	-0.447457542	1.12E-11	0.143718964	0.148817144	0	0	1	1
ENSG00000064687	ABCA7	0.188761187	0.440152563	-0.22819935	0.353402407	0	0	0	0
ENSG00000064692	SNCAIP	0.001504489	0.9981227	-0.015884097	NA	0	0	0	0
ENSG00000064703	DDX20	-0.248152704	0.001593522	-0.141180446	0.325357059	0	0	0	0
ENSG00000064726	BTBD1	0.192073046	0.092917808	-0.107136759	0.529071316	0	0	0	0
ENSG00000064763	FAR2	0.676569029	0.003915817	0.168427945	0.561220783	0	0	0	0
ENSG00000064787	BCAS1	-0.118465828	NA	-0.041985036	NA	0	0	0	0
ENSG00000064835	POU1F1	-0.02490009	NA	-0.008535508	NA	0	0	0	0
ENSG00000064886	CHI3L2	-0.005403073	0.991386303	-0.080466833	NA	0	0	0	0
ENSG00000064932	SBNO2	0.53263188	1.35E-17	0.025481235	0.912969623	0	0	0	0
ENSG00000064933	PMS1	0.127677345	0.69205074	-0.077929618	0.826445214	0	0	0	0
ENSG00000064961	HMG20B	0.36861637	5.78E-14	0.054777589	0.696602905	0	1	0	1
ENSG00000064989	CALCRL	0.018967021	NA	-0.003683955	NA	0	0	0	0
ENSG00000064995	TAF11	-0.068702309	0.663548111	-0.054821394	0.832956865	0	0	0	0
ENSG00000064999	ANKS1A	0.018557469	0.931554868	-0.119922779	0.6126267	0	0	0	0
ENSG00000065000	AP3D1	0.106325914	0.16667685	0.028057662	0.86124378	0	0	0	0
ENSG00000065029	ZNF76	0.376277692	0.005772505	0.148953353	0.494463506	0	0	0	0
ENSG00000065054	SLC9A3R2	-0.28286587	0.051160926	-0.058877807	0.840792297	0	0	1	1
ENSG00000065057	NTHL1	-0.38954282	0.003623128	-0.273931572	0.104555176	0	0	0	0
ENSG00000065060	UHRF1BP1	0.22332657	0.004689286	0.1418187	0.126527759	0	1	0	1
ENSG00000065135	GNAI3	0.232010616	5.53E-07	-0.021053941	0.884511461	0	0	0	0
ENSG00000065150	IPO5	-0.330308881	1.46E-10	-0.064401165	0.653275856	0	0	0	0
ENSG00000065154	OAT	-0.311069233	0.002000695	-0.342211738	0.002402001	0	0	0	0
ENSG00000065183	WDR3	-0.16673778	0.250686768	-0.268515282	0.031207605	0	0	0	0
ENSG00000065243	PKN2	-0.302235442	1.52E-05	0.044791876	0.822759393	0	1	0	1
ENSG00000065268	WDR18	0.034590733	0.828037159	-0.021706477	0.943042638	0	0	1	1
ENSG00000065308	TRAM2	0.082274828	0.499637611	-0.010933139	0.973919569	0	1	0	1
ENSG00000065320	NTN1	0.585876209	0.032391648	0.30087281	NA	0	1	0	1
ENSG00000065325	GLP2R	-0.593824191	1.17E-05	-0.004113866	0.994116319	0	0	0	0
ENSG00000065328	MCM10	-0.18062144	0.221404235	0.125184413	0.556590727	0	0	0	0
ENSG00000065357	DGKA	0.457208307	0.013128938	0.324552594	0.096182889	0	0	0	0
ENSG00000065361	ERBB3	-0.509236451	0.002287101	-0.020785802	0.961982896	0	0	0	0
ENSG00000065371	ROPN1	0.167296985	NA	0.039632708	NA	0	0	0	0
ENSG00000065413	ANKRD44	-0.298151761	0.391197252	0.151859729	NA	0	0	0	0
ENSG00000065427	KARS	-0.12867264	0.049197585	-0.077000502	0.56392146	0	0	0	0
ENSG00000065457	ADAT1	-0.198501287	0.167248395	0.136334283	0.557937422	0	1	0	1
ENSG00000065485	PDIA5	0.217705729	0.141928393	-0.087902702	0.776039521	0	0	1	1
ENSG00000065491	TBC1D22B	0.338309427	0.037308882	0.076184932	0.81727722	0	0	0	0
ENSG00000065518	NDUFB4	-0.079062517	0.516733364	-0.097996073	0.534778194	0	0	0	0
ENSG00000065526	SPEN	0.141768605	0.055791023	-0.02299241	0.918669848	0	1	0	1
ENSG00000065534	MYLK	-0.121261794	0.361929787	0.044793851	0.846748206	0	0	0	0
ENSG00000065548	ZC3H15	0.010064458	0.944067633	0.108908815	0.543693676	0	0	0	0
ENSG00000065559	MAP2K4	0.118960763	0.467964892	0.125816838	0.600339415	0	1	0	1
ENSG00000065600	TMEM206	0.382761892	0.013586943	0.188965712	0.401697872	0	0	0	0
ENSG00000065609	SNAP91	0.141822743	0.747050119	0.084614827	NA	0	0	0	0
ENSG00000065613	SLK	0.060974177	0.356492071	0.083752242	0.461221349	0	1	0	1
ENSG00000065615	CYB5R4	0.203598748	0.309617084	0.118086317	0.666995039	0	1	0	1
ENSG00000065618	COL17A1	0.354857479	0.310753085	-0.154409367	NA	0	0	0	0
ENSG00000065621	GSTO2	0.292741025	0.146518213	0.186915999	0.451276361	0	0	0	0
ENSG00000065665	SEC61A2	0.224203714	0.275785199	0.026087644	0.956467016	1	0	0	1
ENSG00000065675	PRKCQ	-0.151568113	0.555674515	-0.086867273	0.808517019	0	0	0	0
ENSG00000065717	TLE2	0.013133277	0.956997499	0.007274462	0.988085103	0	0	0	0
ENSG00000065802	ASB1	0.171020209	0.402593227	0.003134716	0.996069135	0	1	0	1
ENSG00000065809	FAM107B	-0.004225542	0.976705075	0.037845289	0.858377139	0	1	0	1
ENSG00000065833	ME1	0.27841903	0.001276809	-0.134769211	0.437184479	0	0	0	0
ENSG00000065882	TBC1D1	-0.168823436	0.054150043	-0.081687595	0.659730743	0	0	0	0
ENSG00000065883	CDK13	-0.278069045	0.000704007	-0.006957246	0.982798668	0	0	0	0
ENSG00000065911	MTHFD2	-0.143710966	0.051709671	-0.071754642	0.713240264	0	0	0	0
ENSG00000065923	SLC9A7	0.085020017	0.652087709	0.02362071	0.955460187	0	1	0	1
